101|R_ACCO|en|Y|Accounting Review|Accounting Review|Payment request is pending reviews||Jun 21 2005  3:51PM
101|R_APPR|en|Y|Approved|Approve|Payment request has been approved||Jun 21 2005  3:51PM
101|R_CANC|en|Y|Cancelled|Request cancelled|This request is cancelled||Jun 20 2009  5:24AM
101|R_EXTR|en|Y|Extracted|Sent for Payment|Payment request has been extracted to the payment system||Jun 21 2005  3:51PM
101|R_FAIL|en|Y|Financial Posting Failed|Financial Posting Failed|Payment request was sent to the payment system that returned a failure||Feb 20 2016  3:27AM
101|R_FILE|en|Y|Submitted|Submitted|Payment request has been submitted||Jun 21 2005  3:51PM
101|R_FIXO|en|Y|Fix Owner|Fix Owner|The assigned owner of this Payment Request is incorrect||Jun 21 2005  3:51PM
101|R_IHLD|en|Y|Require Hardcopy Receipts|Hold for Invoice HardCopy|Payment Request extract is pending Invoice HardCopy||Feb  7 2015  4:07AM
101|R_NOTF|en|Y|Not Submitted|Not Submitted|Payment request has not been submitted||Jun 21 2005  3:51PM
101|R_NOTP|en|Y|Not Paid|Not Paid|Payment request has not been paid||Jun 21 2005  3:51PM
101|R_PAID|en|Y|Paid|Payment Confirmed|Payment system has returned data that confirms the vendor was paid for this payment request||Jun 21 2005  3:51PM
101|R_PECO|en|Y|Pending Cost Object Approval|Pending Cost Object Approval|Request approval is pending Cost object approval||Jan 17 2009  7:36AM
101|R_PEND|en|Y|Pending Approval|Pending Approval|Payment request is pending manager approval||Jun 21 2005  3:51PM
101|R_PROC|en|Y|Pending Payment|Pending Payment|Payment request has passed all of its validations, but has yet to be extracted to the payment system||Jun 21 2005  3:51PM
101|R_PVAL|en|Y|Pending Validation|Pending Validation|Payment Request is pending prepayment validation||Jun 21 2005  3:51PM
101|R_RESU|en|Y|Sent Back To Employee|Send Back to Employee|Payment request needs to be resubmitted||Jun 21 2005  3:51PM
101|R_TEXP|en|Y|Approval Time Expired|Approval Time Expired|Request expired in approval queue||Jun 21 2005  3:52PM
101|R_VAPP|en|Y|Vendor Approval|Vendor Approval|Payment Request is pending vendor approval||Jun 21 2005  3:51PM
101|R_VOID|en|Y|Voided|Request voided|This request is voided||Nov 10 2007  2:17AM
101|T_APPR|en|Y|Approved|Approve|Travel Request Has Been Approved.||Sep 28 2006  4:36AM
101|T_AUTH|en|Y|Authorized|Authorized|Authorization Request has been fully authorized.||Mar 15 2008  1:00AM
101|T_FILE|en|Y|Filed|Filed|Travel Request Has Been Submitted||Sep 28 2006  4:37AM
101|T_NOTF|en|Y|Not Filed|Not Filed|Travel Request Has Not Been Filed||Sep 28 2006  4:38AM
101|T_PEND|en|Y|Pending Approval|Pending Approval|Travel Request Is Pending Manager Approval||Sep 28 2006  4:38AM
101|T_PVAL|en|Y|Pending Authorization|Pending Authorization|Travel Request has been approved by all approvers||Sep 28 2006  4:38AM
101|T_RESU|en|Y|Resubmit|Send Back to Employee|Authorization Request needs to be resubmitted||Mar 15 2008  1:00AM
101|T_REVW|en|Y|Administrator Review|Pending Travel Administrator|Travel Request is pending Travel Administrator||Sep 28 2006  4:36AM
101|U_ACCO|en|Y|Pending Processor Review|Pending Processor Review|Purchase request is pending processor review||Jan 19 2013  3:55AM
101|U_APPR|en|Y|Approved|Approve|Purchase request has been approved||Jan 19 2013  3:55AM
101|U_FILE|en|Y|Submitted|Submitted|Purchase request has been submitted||Jan 19 2013  3:55AM
101|U_NOTF|en|Y|Not Submitted|Not Submitted|Purchase request has not been submitted||Jan 19 2013  3:55AM
101|U_PECO|en|Y|Pending Cost Object Approval|Pending Cost Object Approval|Purchase Request approval is pending Cost object approval||Jan 19 2013  3:55AM
101|U_PEND|en|Y|Pending Approval|Pending Approval|Purchase request is pending manager approval||Jan 19 2013  3:55AM
101|U_RESU|en|Y|Sent Back To Employee|Send Back to Employee|Purchase request needs to be resubmitted||Jan 19 2013  3:55AM
101|U_TEXP|en|Y|Approval Time Expired|Approval Time Expired|Purchase Request expired in approval queue||Jul 20 2013  2:19AM
101|U_VAPP|en|Y|Vendor Approval|Vendor Approval|Purchase Request is pending vendor approval||Mar 23 2013  2:02AM
101|W_SKIP|en|Y|Auto Approved|Auto Approved|Auto Approved||Jun 21 2005  3:48PM
