101|BRKFT|en|Y|Breakfast|If there is only one meal expense type needed, rename Dinner before using Lunch.||Jun 21 2005  3:50PM
101|BUSML|en|Y|Business Meal (attendees)|||Jun 21 2005  3:50PM
101|BUSPR|en|Y|Misc. Promotional Expense|||Jan 14 2008  7:35PM
101|BUSXX|en|Y|zBus|||Oct  3 2014  9:02PM
101|CAREX|en|Y|Company Car Expense|Attached to Company Car Mileage coding.||Jun 21 2005  3:50PM
101|CARMA|en|Y|zCompany Car Maintenance|||Oct  3 2014  9:02PM
101|CARMI|en|Y|Company Car Mileage|||Jun 21 2005  3:50PM
101|CAROL|en|Y|zCompany Car Oil|||Oct  3 2014  9:02PM
101|CARRT|en|Y|Car Rental|Eligible for Prepop. Eligible for VAT. Predefined vendor list.||Jun 21 2005  3:50PM
101|CARWA|en|Y|Company Car Charges|Eligible for Prepop.||Oct  3 2014  9:03PM
101|CELPH|en|Y|Cellular Phone|||Jan 14 2008  7:35PM
101|COMMU|en|Y|Communications|||Jun 21 2005  3:50PM
101|CSHAD|en|Y|Cash Advance|Parent expense type for cash advance related expense types.||Jun 21 2005  3:50PM
101|CSHRN|en|Y|Cash Advance Return|Required for returning unused cash advances.||Jun 21 2005  3:50PM
101|CURGL|en|Y|Currency Gain/Loss|Required for entering a currency conversion gain or loss.||Jun 21 2005  3:50PM
101|DINNR|en|Y|Dinner|Eligible for Prepop. All charges with the SIC code for restaurants will map to this expense type.  If only one expense type for meals is needed, use the Dinner type.||Jun 21 2005  3:50PM
101|DUESX|en|Y|Dues and Memberships|||Aug  4 2011  9:50AM
101|DUPLC|en|Y|zDuplicating|Eligible for Prepop.||Oct  3 2014  8:55PM
101|ENTOT|en|Y|Entertainment-Other|Eligible for VAT.||Jun 21 2005  3:50PM
101|ENTRT|en|Y|Entertainment|Eligible for VAT.||Jun 21 2005  3:50PM
101|FXINC|en|Y|Daily Allowance (Incidentals)|Cannot delete. This expense type is used when generating fixed travel allowance expense entries.||Apr 13 2017 10:57PM
101|FXLDG|en|Y|Fixed Lodging|Can not delete. This expense type is used when generating fixed travel allowance expense entries.||Jun 21 2005  3:50PM
101|FXMLG|en|Y|Fixed Meals (gross)|Can not delete. This expense type is used when generating fixed travel allowance expense entries.||Mar 15 2008  1:00AM
101|FXMLS|en|Y|Fixed Meals|Can not delete. This expense type is used when generating fixed travel allowance expense entries.||Jun 21 2005  3:50PM
101|GASXX|en|Y|Gasoline|Eligible for Prepop. Eligible for VAT. Predefined vendor list.||Jul 20 2007 12:50AM
101|GIFTS|en|Y|Gifts (recipients)|Eligible for Prepop.||Dec 18 2007  9:04PM
101|INCTS|en|Y|zIncidentals|||Oct  3 2014  8:59PM
101|JTRAN|en|Y|Japan Public Transportation|||Jan 21 2012  3:30AM
101|LIMOS|en|Y|zLimousine|||Oct  3 2014  9:03PM
101|LNDRY|en|Y|zLaundry|Eligible for Prepop.||Oct  3 2014  9:01PM
101|LOCPH|en|Y|zLocal Phone|||Oct  3 2014  8:56PM
101|LODGE|en|Y|Lodging|||Jun 21 2005  3:50PM
101|LODNG|en|Y|Room Rate|Eligible for Prepop. HotelXpert attached. Automatically itemized. Use Expense type LODTX for Room Tax. Eligible for VAT. Predefined vendor list.||Dec 21 2007 12:23AM
101|LODTX|en|Y|Hotel Tax|Do not use for any expense other than room tax. Product associates this ID to Lodging.||Jun 21 2007  6:42AM
101|LONGD|en|Y|zLong Distance|||Oct  3 2014  8:56PM
101|LUNCH|en|Y|Lunch|Eligible for VAT. If there is only one meal expense type needed, rename Dinner before using Lunch.||Jun 21 2005  3:50PM
101|MEALS|en|Y|Individual Meals|||Sep 12 2006  4:34PM
101|MILEG|en|Y|Personal Car Mileage (Per Diem)|||Jan 17 2008 12:35AM
101|MISCL|en|Y|Miscellaneous Travel and Incidentals|||Oct  3 2014  9:04PM
101|MTNGS|en|Y|Meetings and Conferences|||Dec 19 2007  8:24PM
101|MTRLS|en|Y|Hardware & Materials|||Dec 18 2007  9:04PM
101|OFCSP|en|Y|Office Supplies|Eligible for Prepop.||Jun 21 2005  3:50PM
101|ONLIN|en|Y|Online Fees & Phone Charges|||Oct  3 2014  9:04PM
101|OTHER|en|Y|Other & Purchasing|Rename type with a similar expense. Product will automatically select this type for itemization amounts that exceed the amount of the parent entry. Sub Expense Type available in Field Definitions.||Jul  1 2008  6:44PM
101|OVRNT|en|Y|Overnight|Can not delete. This expense type is used when generating fixed travel allowance expense entries.||Mar 15 2008  1:00AM
101|PAGER|en|Y|zPager|||Oct  3 2014  8:55PM
101|PARKG|en|Y|zParking|Eligible for Prepop.||Oct  3 2014  9:03PM
101|PCARX|en|Y|Personal Car Expense|||Jun 21 2005  3:50PM
101|POSTG|en|Y|Postage|Eligible for Prepop. Predefined vendor list.||Jun 21 2005  3:50PM
101|PROMO|en|Y|Business Promotions|||Jun 21 2005  3:50PM
101|PVMLS|en|Y|Provided Meals|Can not delete. This expense type is used when generating fixed travel allowance expense entries.||Mar 15 2008  1:00AM
101|SEMNR|en|Y|zSeminar Fees|Eligible for VAT.||Oct  3 2014  8:56PM
101|SUBSC|en|Y|Subscriptions|Eligible for Prepop.||Jun 21 2005  3:50PM
101|SUBWY|en|Y|Train, Bus and Subway|||Oct  3 2014  9:05PM
101|TAGFE|en|Y|zBooking Fees|||Oct  3 2014  8:57PM
101|TAXIX|en|Y|Taxi and Limousine|Eligible for Prepop.||Oct  3 2014  9:05PM
101|TOLLS|en|Y|Parking and Tolls|Eligible for Prepop.||Oct  3 2014  9:04PM
101|TRAIN|en|Y|zTrain|Eligible for Prepop. Origin/Destination functionality. Eligible for VAT.||Oct  3 2014  9:02PM
101|TRANS|en|Y|Transportation|||Jun 21 2005  3:50PM
101|TRDSH|en|Y|Seminar Fees & Trade Shows|||Oct  3 2014  9:05PM
101|TXMLS|en|Y|Taxable Meals|Can not delete. This expense type is used when generating fixed travel allowance expense entries.||Mar 15 2008  1:00AM
101|UNDEF|en|Y|Undefined|Can not delete. This expense type is used when no mapping can be established between a credit card transaction (SIC Code) and an expense type.||Jun 21 2005  3:50PM
